,调和平均温度,扭矩转速积,机器质量等级,运行时间
1264,303.73034891375903,74982.6,0,26
1265,303.6303259795851,62142.5,0,28
1266,303.6303259795851,52538.3,0,30
1267,303.6303259795851,56730.9,0,32
1268,303.6303259795851,47678.4,0,34
1269,303.5818211756957,79535.7,0,36
1270,303.6303259795851,74841.3,0,38
1271,303.6303259795851,55516.5,2,40
1272,303.5818211756957,64862.00000000001,1,45
1273,303.6303259795851,64999.2,0,48
1274,303.73034891375903,65747.0,1,50
1275,303.73034891375903,61552.5,1,53
1276,303.73034891375903,68096.0,1,56
1277,303.7788382425539,83688.6,0,59
1278,303.7788382425539,71788.0,0,61
1279,303.7788382425539,67010.8,0,63
1280,303.8788616548775,63334.8,0,65
1281,303.8788616548775,69119.7,0,67
1282,303.7788382425539,47528.100000000006,0,69
1283,303.8788616548775,75440.8,1,71
1284,303.8303718328397,51960.3,0,74
1285,303.8788616548775,51224.00000000001,0,76
1286,303.8788616548775,59385.0,0,78
1287,303.92733552631574,75500.6,0,80
1288,303.92733552631574,62515.2,2,82
1289,303.92733552631574,51940.4,1,87
1290,303.97888505180066,59475.0,0,90
1291,304.027359421243,79230.0,0,92
1292,303.92733552631574,59750.399999999994,0,94
1293,303.97888505180066,69448.40000000001,0,96
1294,303.7788382425539,70875.7,0,98
1295,303.7788382425539,73585.2,0,100
1296,303.97888505180066,78302.7,0,102
1297,303.97888505180066,77984.5,1,104
1298,303.9303947368421,46792.8,0,107
1299,303.9303947368421,60253.100000000006,1,109
1300,303.97888505180066,56851.2,0,112
1301,304.030417625781,68559.9,1,114
1302,304.0789084333388,39417.399999999994,1,117
1303,304.178931799507,75650.40000000001,0,120
1304,304.1273833004602,58215.99999999999,0,122
1305,304.027359421243,53040.200000000004,0,124
1306,303.97888505180066,56246.4,0,126
1307,303.97888505180066,66313.1,0,128
1308,303.92733552631574,46852.0,0,130
1309,303.8788616548775,55723.200000000004,0,132
1310,303.97888505180066,90953.4,0,134
1311,303.8788616548775,69235.5,0,136
1312,303.82731161566306,56620.200000000004,1,138
1313,303.7788382425539,60296.99999999999,0,141
1314,303.7788382425539,73646.40000000001,0,143
1315,303.7272876892693,57908.99999999999,0,145
1316,303.7788382425539,63745.0,2,147
1317,303.77574461082776,72828.0,0,152
1318,303.67572016460906,54370.5,2,154
1319,303.7272876892693,76090.5,0,159
1320,303.77574461082776,50585.399999999994,0,161
1321,303.6272637471189,72912.5,1,163
1322,303.77574461082776,57403.5,1,166
1323,303.77574461082776,52164.200000000004,1,169
1324,303.87261062674787,45885.0,1,172
1325,303.9726360795922,64569.600000000006,0,175
1326,303.9726360795922,57835.4,0,177
1327,303.9242105263158,60446.4,0,179
1328,303.9242105263158,49915.5,0,181
1329,303.9242105263158,72217.0,0,183
1330,303.9242105263158,56950.0,1,185
1331,303.9242105263158,56304.0,2,188
1332,303.9242105263158,68985.0,1,193
1333,303.8757690409607,63436.6,0,196
1334,303.8757690409607,65847.0,1,198
1335,303.97579345502385,48916.399999999994,0,201
1336,303.97579345502385,54341.7,0,203
1337,303.97888505180066,78216.2,1,205
1338,303.92733552631574,71426.0,1,208
1339,303.92733552631574,57317.7,0,211
1340,303.92733552631574,60102.0,0,213
1341,303.92733552631574,68527.0,1,215
1342,303.8788616548775,74182.40000000001,0,218
1343,303.7788382425539,69451.2,0,220
1344,303.7788382425539,65314.00000000001,0,222
1345,303.73034891375903,62857.5,0,224
1346,303.73034891375903,59454.6,0,0
1347,303.73034891375903,67111.2,0,2
1348,303.73034891375903,44860.299999999996,0,4
1349,303.73334430546413,46228.0,0,6
1350,303.63332235758975,60545.799999999996,0,8
1351,303.53330039525696,60195.3,0,10
1352,303.5818211756957,65377.6,0,12
1353,303.63332235758975,47206.799999999996,1,14
1354,303.6303259795851,80127.0,0,17
1355,303.6818436213992,46332.0,1,19
1356,303.73034891375903,57082.50000000001,0,22
1357,303.73034891375903,66875.40000000001,0,24
1358,303.6818436213992,60630.0,0,26
1359,303.73034891375903,60024.799999999996,0,28
1360,303.8303718328397,58489.200000000004,1,30
1361,303.8788616548775,46041.6,0,33
1362,303.73034891375903,67421.2,0,35
1363,303.8303718328397,64558.799999999996,1,37
1364,303.73034891375903,41974.8,0,40
1365,303.8788616548775,54024.100000000006,0,42
1366,303.8303718328397,79083.0,1,44
1367,303.8788616548775,59171.0,2,47
1368,303.8303718328397,46249.200000000004,0,52
1369,303.73034891375903,58692.5,1,54
1370,303.8303718328397,54400.5,0,57
1371,303.73034891375903,73841.6,2,59
1372,303.82731161566306,57737.399999999994,1,64
1373,303.8788616548775,62928.0,2,67
1374,303.8303718328397,68554.0,0,72
1375,303.7788382425539,67890.2,0,74
1376,303.8818884684981,42250.5,0,76
1377,303.8303718328397,66379.5,0,78
1378,303.8303718328397,58942.4,1,80
1379,303.78186605232844,61949.600000000006,1,83
1380,303.73034891375903,42131.2,1,86
1381,303.73034891375903,55242.0,0,89
1382,303.8303718328397,63123.2,0,91
1383,303.8303718328397,69357.59999999999,1,93
1384,303.73034891375903,69255.0,0,96
1385,303.73034891375903,58444.0,1,98
1386,303.73034891375903,48265.200000000004,1,101
1387,303.6818436213992,70655.2,1,104
1388,303.6818436213992,71981.0,1,107
1389,303.5818211756957,75622.8,0,110
1390,303.5818211756957,66845.0,2,112
1391,303.4817987152034,75637.8,0,117
1392,303.5818211756957,52105.7,0,119
1393,303.6303259795851,50271.399999999994,0,121
1394,303.5818211756957,52214.399999999994,0,123
1395,303.6303259795851,57228.0,1,125
1396,303.6303259795851,51968.4,0,128
1397,303.6788148148148,58479.7,0,130
1398,303.7788382425539,69572.8,1,132
1399,303.7788382425539,56919.799999999996,1,135
1400,303.7788382425539,50409.0,0,138
1401,303.7788382425539,61264.4,0,140
1402,303.73034891375903,51508.0,0,142
1403,303.7788382425539,67000.0,0,144
1404,303.7788382425539,64230.4,0,146
1405,303.7788382425539,59966.399999999994,0,148
1406,303.7788382425539,50343.799999999996,1,150
1407,303.7272876892693,54446.4,1,153
1408,303.82731161566306,61381.6,0,156
1409,303.7788382425539,64368.00000000001,0,158
1410,303.7788382425539,57065.2,1,160
1411,303.82731161566306,80410.0,2,163
1412,303.82731161566306,65069.200000000004,1,168
1413,303.8757690409607,67575.0,0,171
1414,303.8757690409607,74427.2,2,173
1415,303.82418558736424,40762.4,1,178
1416,303.82418558736424,58272.2,0,181
1417,303.77574461082776,59779.200000000004,0,183
1418,303.77574461082776,67604.90000000001,1,185
1419,303.6272637471189,71325.6,0,188
1420,303.7272876892693,72025.2,0,190
1421,303.7272876892693,54216.9,0,192
1422,303.67572016460906,59397.9,0,194
1423,303.77574461082776,65753.6,0,196
1424,303.67572016460906,43378.0,0,198
1425,303.7272876892693,61411.0,0,0
1426,303.7272876892693,56497.200000000004,1,2
1427,303.6272637471189,60640.600000000006,0,5
1428,303.5272397891963,57681.600000000006,0,7
1429,303.5272397891963,57104.0,0,9
1430,303.4787679130291,65337.600000000006,1,11
1431,303.427215815486,64815.00000000001,2,14
1432,303.4787679130291,35760.0,0,19
1433,303.427215815486,77056.2,0,21
1434,303.4787679130291,40440.0,1,23
1435,303.4787679130291,43506.4,0,26
1436,303.378744438952,78752.0,0,28
1437,303.4787679130291,87259.2,1,30
1438,303.5272397891963,44149.0,0,33
1439,303.57879137164497,64994.4,1,35
1440,303.5272397891963,70024.8,0,38
1441,303.4787679130291,63812.99999999999,1,40
1442,303.4787679130291,72384.3,1,43
1443,303.4787679130291,65685.0,0,46
1444,303.57879137164497,63404.0,0,48
1445,303.53030303030306,57986.600000000006,1,50
1446,303.4787679130291,51254.399999999994,0,53
1447,303.53030303030306,50524.799999999996,2,55
1448,303.6303259795851,57182.6,0,60
1449,303.6788148148148,71288.0,1,62
1450,303.6788148148148,53498.8,0,65
1451,303.6788148148148,68305.4,0,67
1452,303.7272876892693,51956.0,0,69
1453,303.6788148148148,68864.40000000001,1,71
1454,303.7272876892693,57645.0,0,74
1455,303.82731161566306,86409.40000000001,0,76
1456,303.8757690409607,75762.5,2,78
1457,303.8788616548775,69535.8,0,83
1458,303.92733552631574,68569.6,0,85
1459,304.075817853033,61200.0,0,87
1460,303.97579345502385,44654.4,0,89
1461,303.8757690409607,56397.6,0,91
1462,303.8757690409607,50325.0,0,93
1463,303.77574461082776,34003.4,1,95
1464,303.7241606319948,50758.4,0,98
1465,303.7241606319948,52400.1,0,100
1466,303.7241606319948,43395.8,0,102
1467,303.77574461082776,56913.0,0,104
1468,303.7241606319948,53484.200000000004,0,106
1469,303.7241606319948,65820.59999999999,0,108
1470,303.7241606319948,70297.40000000001,0,110
1471,303.7241606319948,68022.4,0,112
1472,303.67255967078194,60376.6,1,114
1473,303.624135660191,60099.0,0,117
1474,303.624135660191,61778.0,0,119
1475,303.624135660191,65808.59999999999,1,121
1476,303.67255967078194,60276.700000000004,0,124
1477,303.7241606319948,53873.3,0,126
1478,303.67255967078194,52729.0,1,128
1479,303.67255967078194,61569.6,1,131
1480,303.7725851571499,56512.5,0,134
1481,303.624135660191,65574.90000000001,0,136
1482,303.5756957022888,66481.1,0,138
1483,303.624135660191,78737.90000000001,0,140
1484,303.624135660191,58468.0,1,142
1485,303.624135660191,61021.8,0,145
1486,303.624135660191,62882.9,0,147
1487,303.5756957022888,61437.6,2,149
1488,303.624135660191,79475.09999999999,0,154
1489,303.624135660191,72800.0,1,156
1490,303.67572016460906,55658.8,0,159
1491,303.7241606319948,56181.6,0,161
1492,303.7241606319948,65868.4,0,163
1493,303.72096774193545,62867.2,0,165
1494,303.72096774193545,69819.59999999999,1,167
1495,303.6209417188015,57454.8,2,170
1496,303.6209417188015,56551.5,0,175
1497,303.72096774193545,50324.799999999996,1,177
1498,303.67255967078194,50313.0,2,180
1499,303.72096774193545,68749.2,0,185
1500,303.72096774193545,62400.0,2,187
1501,303.87261062674787,72975.6,2,192
1502,303.92101973684214,62713.0,0,197
1503,303.8209937479434,80847.0,2,199
1504,303.8209937479434,64802.600000000006,1,204
1505,303.87261062674787,71234.40000000001,0,207
1506,303.87261062674787,61131.0,1,209
1507,303.9726360795922,58830.2,1,212
1508,303.9726360795922,64338.299999999996,1,215
1509,303.92101973684214,69242.40000000001,0,218
1510,303.92101973684214,64130.0,1,220
1511,303.92101973684214,52229.1,0,223
1512,303.92101973684214,63025.200000000004,1,225
1513,304.02104570864844,74083.5,0,228
1514,304.02104570864844,66457.6,0,0
1515,304.0694394213382,66940.8,0,2
1516,304.0694394213382,67546.90000000001,0,4
1517,304.0694394213382,52154.100000000006,1,6
1518,304.0694394213382,66411.0,2,9
1519,303.86938641223884,49419.0,0,14
1520,303.86938641223884,54244.9,0,16
1521,303.9694129255057,75589.0,0,18
1522,303.86938641223884,62718.6,1,20
1523,303.76935988152053,58598.99999999999,0,23
1524,303.7725851571499,51447.5,0,25
1525,303.67255967078194,38690.299999999996,0,27
1526,303.57253416762717,52150.0,0,29
1527,303.57253416762717,50344.0,0,31
1528,303.57253416762717,61938.0,0,33
1529,303.67255967078194,70680.0,1,35
1530,303.6209417188015,52844.399999999994,0,38
1531,303.6209417188015,63242.00000000001,0,40
1532,303.6209417188015,54489.6,0,42
1533,303.6693333333333,58942.600000000006,1,44
1534,303.6693333333333,57552.00000000001,0,47
1535,303.6693333333333,65793.0,1,49
1536,303.6209417188015,56089.8,1,52
1537,303.6209417188015,52535.0,0,55
1538,303.57253416762717,73660.0,0,57
1539,303.6209417188015,44807.0,0,59
1540,303.6209417188015,52942.700000000004,1,61
1541,303.72096774193545,74344.6,0,64
1542,303.57253416762717,58437.00000000001,1,66
1543,303.72096774193545,62366.1,0,69
1544,303.6693333333333,50064.0,0,71
1545,303.72096774193545,45991.4,0,73
1546,303.8209937479434,57408.0,0,75
1547,303.76935988152053,69045.9,0,77
1548,303.72096774193545,65079.3,2,79
1549,303.87261062674787,71592.90000000001,0,84
1550,303.87261062674787,59487.3,0,86
1551,303.87261062674787,57526.6,0,88
1552,303.87261062674787,50627.8,2,90
1553,303.9726360795922,45196.799999999996,2,95
1554,304.0726615156995,41971.0,0,100
1555,304.02104570864844,41751.399999999994,0,102
1556,304.02104570864844,55938.299999999996,1,104
1557,304.0694394213382,55051.49999999999,0,107
1558,304.0694394213382,60121.8,0,109
1559,304.1694658997535,54000.0,1,111
1560,304.22109760105155,62984.7,0,114
1561,304.2694923607689,66114.4,0,116
1562,304.1694658997535,57325.200000000004,0,118
1563,304.1210716633794,63166.4,2,120
1564,304.1210716633794,59361.899999999994,0,125
1565,304.1210716633794,58024.9,0,127
1566,304.1694658997535,56209.200000000004,0,129
1567,304.1210716633794,69407.09999999999,1,131
1568,304.17268693508623,72000.0,1,134
1569,304.02104570864844,44955.899999999994,1,137
1570,304.0726615156995,72928.8,0,140
1571,304.17268693508623,82212.0,1,142
1572,304.22109760105155,50941.9,0,145
1573,304.1210716633794,60644.100000000006,0,147
1574,304.1210716633794,55651.200000000004,0,149
1575,304.1210716633794,56734.0,0,151
1576,304.17268693508623,65852.0,0,153
1577,304.0726615156995,59072.0,1,155
1578,304.17268693508623,43443.600000000006,0,158
1579,304.32431011826543,62495.0,0,160
1580,304.272712337769,42307.200000000004,2,162
1581,304.32431011826543,45394.5,0,167
1582,304.272712337769,61227.299999999996,1,169
1583,304.17268693508623,60434.4,1,172
1584,304.272712337769,62208.5,0,175
1585,304.321123521682,38059.6,0,177
1586,304.321123521682,69962.40000000001,0,179
1587,304.321123521682,63204.5,0,181
1588,304.36951880440137,64864.5,0,183
1589,304.2694923607689,64820.6,0,185
1590,304.1210716633794,44336.5,0,187
1591,304.1210716633794,69434.1,0,189
1592,304.0694394213382,81641.5,0,191
1593,304.02104570864844,54425.50000000001,0,193
1594,303.9726360795922,68173.59999999999,0,195
1595,303.87261062674787,70143.40000000001,0,197
1596,303.7725851571499,57348.0,1,199
1597,303.7725851571499,65783.59999999999,0,202
1598,303.7725851571499,37766.4,0,204
1599,303.7725851571499,48791.600000000006,0,206
1600,303.7725851571499,37350.0,0,208
1601,303.7725851571499,67845.6,0,0
1602,303.67255967078194,70620.8,0,2
1603,303.67255967078194,69870.59999999999,0,4
1604,303.624135660191,76410.0,2,6
1605,303.57253416762717,53502.0,0,11
1606,303.6209417188015,61074.6,1,13
1607,303.7725851571499,55043.6,0,16
1608,303.7725851571499,56366.1,0,18
1609,303.87261062674787,89100.0,0,20
1610,303.9726360795922,57301.200000000004,1,22
1611,304.0726615156995,67260.59999999999,0,25
1612,304.1210716633794,72887.90000000001,0,27
1613,304.22109760105155,59220.5,0,29
1614,304.1694658997535,61764.2,1,31
1615,304.1210716633794,63156.0,1,34
1616,304.22109760105155,58044.799999999996,0,37
1617,304.2694923607689,57525.0,2,39
1618,304.2694923607689,70372.8,0,44
1619,304.321123521682,62982.3,0,46
1620,304.22109760105155,55924.5,0,48
1621,304.17268693508623,63272.299999999996,2,50
1622,304.17268693508623,43249.700000000004,0,55
1623,304.17268693508623,34378.2,0,57
1624,304.1210716633794,60169.299999999996,1,59
1625,304.1210716633794,60131.2,0,62
1626,304.0726615156995,58669.200000000004,0,64
1627,304.17268693508623,80265.5,0,66
1628,304.17268693508623,59953.0,0,68
1629,304.17268693508623,71004.6,1,70
1630,304.22109760105155,64015.2,0,73
1631,304.22109760105155,55549.200000000004,0,75
1632,304.321123521682,62499.0,1,77
1633,304.42114942528735,49752.6,1,80
1634,304.42114942528735,79674.3,1,83
1635,304.5211753118844,64349.99999999999,2,86
1636,304.47276309308813,55820.1,0,91
1637,304.47276309308813,49170.0,0,93
1638,304.62120118149,71607.2,1,95
1639,304.67281378178836,72192.0,2,98
1640,304.7728391011973,59950.799999999996,0,103
1641,304.8212528697934,54331.200000000004,0,105
1642,304.7728391011973,64829.6,2,107
1643,304.7728391011973,47247.200000000004,1,112
1644,304.87286440400067,60973.6,0,115
1645,304.7728391011973,49728.0,0,117
1646,304.67281378178836,74562.0,2,119
1647,304.67281378178836,76870.2,0,124
1648,304.67281378178836,64311.8,0,126
1649,304.5727884457574,47822.5,0,128
1650,304.52435981615236,67493.59999999999,1,130
1651,304.6243846406301,77106.40000000001,1,133
1652,304.5727884457574,66314.0,2,136
1653,304.5727884457574,62142.6,0,141
1654,304.52435981615236,67388.1,1,143
1655,304.52435981615236,64175.0,0,146
1656,304.6243846406301,59559.5,2,148
1657,304.5727884457574,62769.600000000006,1,153
1658,304.52435981615236,64204.8,0,156
1659,304.52435981615236,74097.6,0,158
1660,304.6243846406301,60432.4,1,160
1661,304.67281378178836,75904.0,0,163
1662,304.6243846406301,40963.2,0,165
1663,304.6243846406301,41642.0,0,167
1664,304.6243846406301,46431.9,0,169
1665,304.6243846406301,55628.5,0,171
1666,304.52435981615236,47277.0,1,173
1667,304.6243846406301,69203.7,0,176
1668,304.67596390484005,58139.99999999999,1,178
1669,304.6275024614375,62077.5,0,181
1670,304.47591528484656,51199.5,2,183
1671,304.47591528484656,72812.4,0,188
1672,304.57593960282287,64585.2,1,190
1673,304.57593960282287,56502.3,1,193
1674,304.5274786605384,50382.0,0,196
1675,304.57593960282287,62751.4,1,198
1676,304.52435981615236,35870.4,0,201
1677,304.37589095089504,46840.7,2,203
1678,304.47591528484656,58537.600000000006,1,208
1679,304.47591528484656,51004.0,1,211
1680,304.42433497536945,56473.2,2,214
1681,304.52435981615236,67775.40000000001,0,219
1682,304.42433497536945,58618.1,1,221
1683,304.42433497536945,61557.0,0,0
1684,304.52435981615236,60532.0,0,2
1685,304.42433497536945,57511.200000000004,0,4
1686,304.42433497536945,56349.2,0,6
1687,304.42433497536945,54446.4,0,8
1688,304.5727884457574,59202.0,0,10
1689,304.62120118149,62365.700000000004,0,12
1690,304.5727884457574,65534.4,0,14
1691,304.5727884457574,44471.100000000006,0,16
1692,304.5727884457574,49749.00000000001,0,18
1693,304.67281378178836,60561.6,1,20
1694,304.5727884457574,45315.0,0,23
1695,304.52435981615236,54604.0,0,25
1696,304.52435981615236,52292.5,0,27
1697,304.52435981615236,44907.5,0,29
1698,304.57593960282287,71174.4,0,31
1699,304.57593960282287,71255.8,0,33
1700,304.67596390484005,49394.100000000006,0,35
1701,304.67596390484005,44928.0,0,37
1702,304.7244094488189,68258.7,0,39
1703,304.82443424073466,49886.399999999994,0,41
1704,304.7759881909136,58554.200000000004,1,43
1705,304.7759881909136,61750.0,1,46
1706,304.67596390484005,42426.299999999996,0,49
1707,304.7244094488189,66792.0,0,51
1708,304.7244094488189,46436.6,0,53
1709,304.6275024614375,40200.0,0,55
1710,304.57593960282287,83006.7,0,57
1711,304.5274786605384,59509.2,0,59
1712,304.47900180594314,67716.4,0,61
1713,304.42745484400655,45584.0,0,63
1714,304.42745484400655,79850.40000000001,1,65
1715,304.37589095089504,55315.2,1,68
1716,304.37589095089504,85924.8,0,71
1717,304.2758666009529,57876.0,1,73
1718,304.22740716398295,55557.9,1,76
1719,304.2758666009529,34669.8,0,79
1720,304.2758666009529,58747.799999999996,0,81
1721,304.2758666009529,61700.8,0,83
1722,304.2758666009529,71194.2,0,85
1723,304.37589095089504,72261.0,2,87
1724,304.32431011826543,50850.8,1,92
1725,304.2758666009529,75403.2,1,95
1726,304.1758422350041,48648.600000000006,1,98
1727,304.1758422350041,66810.8,0,101
1728,304.2242852448242,64416.6,1,103
1729,304.2242852448242,64186.1,0,106
1730,304.272712337769,49348.0,0,108
1731,304.32431011826543,60956.9,0,110
1732,304.37273772376415,50317.2,1,112
1733,304.37273772376415,54218.399999999994,0,115
1734,304.47276309308813,70687.8,0,117
1735,304.47591528484656,62769.00000000001,1,119
1736,304.52435981615236,54113.99999999999,0,122
1737,304.52435981615236,61046.7,1,124
1738,304.42433497536945,55209.0,0,127
1739,304.42433497536945,45364.5,0,129
1740,304.42433497536945,77368.2,0,131
1741,304.32431011826543,65407.5,0,133
1742,304.37589095089504,52541.299999999996,1,135
1743,304.37589095089504,77260.4,0,138
1744,304.37589095089504,57448.799999999996,0,140
1745,304.37589095089504,51561.6,2,142
1746,304.37589095089504,64104.799999999996,0,147
1747,304.32743101182655,57366.399999999994,1,149
1748,304.32743101182655,62129.600000000006,1,152
1749,304.37897848579405,66422.4,1,155
1750,304.42745484400655,55648.799999999996,0,158
1751,304.22740716398295,65269.99999999999,0,160
1752,304.22740716398295,71518.2,0,162
1753,304.2758666009529,70366.59999999999,0,164
1754,304.2758666009529,66862.8,0,166
1755,304.37589095089504,48600.0,0,168
1756,304.32743101182655,61715.5,1,170
1757,304.37589095089504,65047.1,0,173
1758,304.37589095089504,51065.600000000006,0,175
1759,304.37589095089504,57248.100000000006,0,177
1760,304.37589095089504,48696.5,1,179
1761,304.37589095089504,59113.6,2,182
1762,304.32743101182655,70991.7,0,187
1763,304.32743101182655,45719.7,1,189
1764,304.32743101182655,47677.0,0,192
1765,304.2758666009529,52648.99999999999,2,194
1766,304.37589095089504,57346.399999999994,0,199
1767,304.37589095089504,52717.600000000006,0,201
1768,304.42745484400655,51947.9,0,203
1769,304.37589095089504,63963.6,1,205
1770,304.32743101182655,60951.3,0,208
1771,304.42745484400655,59640.0,0,210
1772,304.47591528484656,84564.9,0,212
1773,304.42745484400655,65667.59999999999,0,214
1774,304.42745484400655,70822.5,0,216
1775,304.5274786605384,73339.2,1,0
1776,304.57593960282287,76665.2,1,3
1777,304.57593960282287,49114.0,1,6
1778,304.67596390484005,42157.5,0,9
1779,304.67596390484005,50585.0,0,11
1780,304.7244094488189,56273.700000000004,1,13
1781,304.7244094488189,62607.6,0,16
1782,304.6243846406301,57169.4,0,18
1783,304.57593960282287,60440.4,0,20
1784,304.57593960282287,41805.0,0,22
1785,304.67904840032816,61892.3,0,24
1786,304.67904840032816,74412.0,0,26
1787,304.67904840032816,69162.8,0,28
1788,304.67904840032816,61048.8,0,30
1789,304.6275024614375,65661.6,0,32
1790,304.7275262467192,68867.7,0,34
1791,304.82755001639885,55704.799999999996,1,36
1792,304.7790716745941,38857.4,0,39
1793,304.82755001639885,62323.799999999996,1,41
1794,304.82755001639885,53632.8,1,44
1795,304.82755001639885,75361.0,0,47
1796,304.7790716745941,48737.0,0,49
1797,304.7790716745941,46129.0,1,51
1798,304.8790949335957,58521.6,1,54
1799,304.8790949335957,69482.4,0,57
1800,304.83060019678584,63272.0,2,59
1801,304.93062295081967,62240.4,0,64
1802,304.93062295081967,61312.799999999996,2,66
1803,304.97911817734797,51638.4,0,71
1804,304.8790949335957,50784.6,0,73
1805,304.93062295081967,68176.7,0,75
1806,304.83060019678584,69407.0,1,77
1807,304.7790716745941,54326.7,0,80
1808,304.8790949335957,75072.6,1,82
1809,304.8790949335957,62092.8,0,85
1810,304.8790949335957,62618.4,0,87
1811,304.7790716745941,68550.0,1,89
1812,304.7790716745941,47289.6,1,92
1813,304.8790949335957,70319.40000000001,1,95
1814,304.7790716745941,67418.6,0,98
1815,304.7275262467192,58145.0,0,100
1816,304.6275024614375,63510.0,0,102
1817,304.5790251107828,56196.8,0,104
1818,304.5274786605384,60838.799999999996,1,106
1819,304.5274786605384,61487.799999999996,0,109
1820,304.47900180594314,55290.8,0,111
1821,304.37897848579405,43945.6,0,113
1822,304.47900180594314,45081.600000000006,0,115
1823,304.5790251107828,57509.100000000006,1,117
1824,304.5790251107828,42646.200000000004,0,120
1825,304.5790251107828,78817.5,0,122
1826,304.67904840032816,49580.4,1,124
1827,304.67904840032816,67828.2,0,127
1828,304.7790716745941,58238.700000000004,0,129
1829,304.7790716745941,49103.6,0,131
1830,304.7790716745941,69291.6,0,133
1831,304.7790716745941,70076.8,0,135
1832,304.8790949335957,60307.5,1,137
1833,304.8790949335957,60693.3,0,140
1834,304.83060019678584,82104.0,1,142
1835,304.83060019678584,61395.2,1,145
1836,304.7820895522388,49245.0,0,148
1837,304.7820895522388,53357.200000000004,1,150
1838,304.8335847818957,72859.2,0,153
1839,304.8335847818957,44812.5,1,155
1840,304.733562992126,58032.0,0,158
1841,304.7850418238478,58697.6,1,160
1842,304.6850205086136,71371.0,1,163
1843,304.7850418238478,59120.1,1,166
1844,304.6850205086136,47704.799999999996,0,169
1845,304.63646209386286,62928.0,0,171
1846,304.6850205086136,50304.0,0,173
1847,304.63646209386286,64589.399999999994,1,175
1848,304.63646209386286,51479.700000000004,0,178
1849,304.733562992126,58381.0,0,180
1850,304.8335847818957,57340.200000000004,1,182
1851,304.8335847818957,57844.299999999996,2,185
1852,304.7820895522388,50127.0,0,190
1853,304.733562992126,71957.5,0,192
1854,304.6850205086136,61586.4,0,194
1855,304.6850205086136,58080.00000000001,0,196
1856,304.6850205086136,76051.2,0,198
1857,304.6850205086136,63257.6,0,200
1858,304.7850418238478,60390.0,0,202
1859,304.733562992126,80538.9,1,204
1860,304.7850418238478,49801.2,0,207
1861,304.7850418238478,58485.0,0,209
1862,304.8365037717284,67002.4,0,211
1863,304.8850631251025,67484.7,1,213
1864,304.8365037717284,60174.9,1,216
1865,304.8365037717284,59975.99999999999,0,219
1866,304.8365037717284,56536.0,0,221
1867,304.8365037717284,66489.2,2,223
1868,304.73648293963254,56841.600000000006,1,228
1869,304.8365037717284,72975.5,0,231
1870,304.9365245901639,67226.59999999999,0,233
1871,304.9365245901639,71979.6,2,235
1872,305.03654539495244,64484.4,0,240
1873,304.9850844123914,42941.0,0,242
1874,304.9365245901639,64871.1,0,244
1875,304.9365245901639,65688.0,2,246
1876,305.1336500655308,53072.100000000006,2,0
1877,305.1851269451269,41337.9,0,5
1878,305.08510568572837,67415.0,2,7
1879,305.1851269451269,66078.8,0,12
1880,305.1851269451269,54380.2,0,14
1881,305.1851269451269,60304.3,1,16
1882,305.08510568572837,57139.200000000004,1,19
1883,305.1365661861075,48216.0,0,22
1884,304.9365245901639,58934.5,2,24
1885,304.9850844123914,72961.6,0,29
1886,304.8850631251025,44672.6,1,31
1887,304.8365037717284,48129.0,1,34
1888,304.8850631251025,53125.5,1,37
1889,304.8850631251025,51518.6,2,40
1890,304.9365245901639,86394.40000000001,1,45
1891,305.03654539495244,57325.200000000004,0,48
1892,305.0336283185841,58756.0,1,50
1893,305.0336283185841,55235.2,0,53
1894,304.9850844123914,57480.0,0,55
1895,305.0336283185841,59741.6,0,57
1896,304.93360655737706,65868.0,1,59
1897,304.93360655737706,55917.00000000001,2,62
1898,304.93360655737706,46671.600000000006,1,67
1899,305.0336283185841,68250.0,1,70
1900,305.1336500655308,58178.600000000006,1,73
1901,305.0821563165656,51613.2,0,76
1902,305.0336283185841,51637.4,0,78
1903,305.08510568572837,72164.7,0,80
1904,305.08510568572837,55193.600000000006,1,82
1905,305.08510568572837,42978.4,0,85
1906,305.08510568572837,70851.3,1,87
1907,305.03654539495244,51112.9,1,90
1908,304.9850844123914,61506.00000000001,1,93
1909,304.9850844123914,62310.00000000001,1,96
1910,304.9365245901639,57246.0,0,99
1911,304.8365037717284,52729.0,0,101
1912,304.9365245901639,57427.49999999999,0,103
1913,304.9365245901639,54243.200000000004,1,105
1914,305.03654539495244,46271.1,1,108
1915,304.9365245901639,33696.0,0,111
1916,304.9365245901639,56492.799999999996,0,113
1917,304.88794884407287,54528.3,0,115
1918,304.9365245901639,56441.700000000004,1,117
1919,305.03654539495244,74934.9,0,120
1920,305.08510568572837,66150.0,0,122
1921,304.9850844123914,61148.799999999996,0,124
1922,305.03654539495244,59488.0,1,126
1923,305.08510568572837,50328.3,0,129
1924,305.08510568572837,53318.600000000006,0,131
1925,305.0336283185841,38704.0,2,133
1926,304.93360655737706,77935.5,0,138
1927,305.0336283185841,58697.6,0,140
1928,304.9850844123914,59124.0,0,142
1929,304.9850844123914,50728.0,1,144
1930,305.0336283185841,51780.0,0,147
1931,305.1336500655308,53852.600000000006,0,149
1932,305.2336717982312,51532.700000000004,0,151
1933,305.1851269451269,56426.1,0,153
1934,305.1336500655308,71666.09999999999,1,155
