,level,temp_1,temp_2,efficient,time,target,class
1462,0,299.2,308.7,50325.0,93,0,Normal
1463,1,299.1,308.6,34003.4,95,0,Normal
1464,0,299.0,308.6,50758.4,98,0,Normal
1465,0,299.0,308.6,52400.1,100,0,Normal
1466,0,299.0,308.6,43395.8,102,0,Normal
1467,0,299.1,308.6,56913.0,104,0,Normal
1468,0,299.0,308.6,53484.200000000004,106,0,Normal
1469,0,299.0,308.6,65820.59999999999,108,0,Normal
1470,0,299.0,308.6,70297.40000000001,110,0,Normal
1471,0,299.0,308.6,68022.4,112,0,Normal
1472,1,298.9,308.6,60376.6,114,0,Normal
1473,0,298.9,308.5,60099.0,117,0,Normal
1474,0,298.9,308.5,61778.0,119,0,Normal
1475,1,298.9,308.5,65808.59999999999,121,0,Normal
1476,0,298.9,308.6,60276.700000000004,124,0,Normal
1477,0,299.0,308.6,53873.3,126,0,Normal
1478,1,298.9,308.6,52729.0,128,0,Normal
1479,1,298.9,308.6,61569.6,131,0,Normal
1480,0,299.0,308.7,56512.5,134,0,Normal
1481,0,298.9,308.5,65574.90000000001,136,0,Normal
1482,0,298.9,308.4,66481.1,138,0,Normal
1483,0,298.9,308.5,78737.90000000001,140,0,Normal
1484,1,298.9,308.5,58468.0,142,0,Normal
1485,0,298.9,308.5,61021.8,145,0,Normal
1486,0,298.9,308.5,62882.9,147,0,Normal
1487,2,298.9,308.4,61437.6,149,0,Normal
1488,0,298.9,308.5,79475.09999999999,154,0,Normal
1489,1,298.9,308.5,72800.0,156,0,Normal
1490,0,299.0,308.5,55658.8,159,0,Normal
1491,0,299.0,308.6,56181.6,161,0,Normal
1492,0,299.0,308.6,65868.4,163,0,Normal
1493,0,298.9,308.7,62867.2,165,0,Normal
1494,1,298.9,308.7,69819.59999999999,167,0,Normal
1495,2,298.8,308.6,57454.8,170,0,Normal
1496,0,298.8,308.6,56551.5,175,0,Normal
1497,1,298.9,308.7,50324.799999999996,177,0,Normal
1498,2,298.9,308.6,50313.0,180,0,Normal
1499,0,298.9,308.7,68749.2,185,0,Normal
1500,2,298.9,308.7,62400.0,187,0,Normal
1501,2,299.1,308.8,72975.6,192,0,Normal
1502,0,299.1,308.9,62713.0,197,0,Normal
1503,2,299.0,308.8,80847.0,199,0,Normal
1504,1,299.0,308.8,64802.600000000006,204,0,Normal
1505,0,299.1,308.8,71234.40000000001,207,1,OSF
1506,1,299.1,308.8,61131.0,209,0,Normal
1507,1,299.2,308.9,58830.2,212,0,Normal
1508,1,299.2,308.9,64338.299999999996,215,0,Normal
1509,0,299.1,308.9,69242.40000000001,218,0,Normal
1510,1,299.1,308.9,64130.0,220,0,Normal
1511,0,299.1,308.9,52229.1,223,0,Normal
1512,1,299.1,308.9,63025.200000000004,225,0,Normal
1513,0,299.2,309.0,74083.5,228,1,OSF
1514,0,299.2,309.0,66457.6,0,0,Normal
1515,0,299.2,309.1,66940.8,2,0,Normal
1516,0,299.2,309.1,67546.90000000001,4,0,Normal
1517,1,299.2,309.1,52154.100000000006,6,0,Normal
1518,2,299.2,309.1,66411.0,9,0,Normal
1519,0,299.0,308.9,49419.0,14,0,Normal
1520,0,299.0,308.9,54244.9,16,0,Normal
1521,0,299.1,309.0,75589.0,18,0,Normal
1522,1,299.0,308.9,62718.6,20,0,Normal
1523,0,298.9,308.8,58598.99999999999,23,0,Normal
1524,0,299.0,308.7,51447.5,25,0,Normal
1525,0,298.9,308.6,38690.299999999996,27,0,Normal
1526,0,298.8,308.5,52150.0,29,0,Normal
1527,0,298.8,308.5,50344.0,31,0,Normal
1528,0,298.8,308.5,61938.0,33,0,Normal
1529,1,298.9,308.6,70680.0,35,0,Normal
1530,0,298.8,308.6,52844.399999999994,38,0,Normal
1531,0,298.8,308.6,63242.00000000001,40,0,Normal
1532,0,298.8,308.6,54489.6,42,0,Normal
1533,1,298.8,308.7,58942.600000000006,44,0,Normal
1534,0,298.8,308.7,57552.00000000001,47,0,Normal
1535,1,298.8,308.7,65793.0,49,0,Normal
1536,1,298.8,308.6,56089.8,52,0,Normal
1537,0,298.8,308.6,52535.0,55,0,Normal
1538,0,298.8,308.5,73660.0,57,0,Normal
1539,0,298.8,308.6,44807.0,59,0,Normal
1540,1,298.8,308.6,52942.700000000004,61,0,Normal
1541,0,298.9,308.7,74344.6,64,0,Normal
1542,1,298.8,308.5,58437.00000000001,66,0,Normal
1543,0,298.9,308.7,62366.1,69,0,Normal
1544,0,298.8,308.7,50064.0,71,0,Normal
1545,0,298.9,308.7,45991.4,73,0,Normal
1546,0,299.0,308.8,57408.0,75,0,Normal
1547,0,298.9,308.8,69045.9,77,0,Normal
1548,2,298.9,308.7,65079.3,79,0,Normal
1549,0,299.1,308.8,71592.90000000001,84,0,Normal
1550,0,299.1,308.8,59487.3,86,0,Normal
1551,0,299.1,308.8,57526.6,88,0,Normal
1552,2,299.1,308.8,50627.8,90,0,Normal
1553,2,299.2,308.9,45196.799999999996,95,0,Normal
1554,0,299.3,309.0,41971.0,100,0,Normal
1555,0,299.2,309.0,41751.399999999994,102,0,Normal
1556,1,299.2,309.0,55938.299999999996,104,0,Normal
1557,0,299.2,309.1,55051.49999999999,107,0,Normal
1558,0,299.2,309.1,60121.8,109,0,Normal
1559,1,299.3,309.2,54000.0,111,0,Normal
1560,0,299.4,309.2,62984.7,114,0,Normal
1561,0,299.4,309.3,66114.4,116,0,Normal
1562,0,299.3,309.2,57325.200000000004,118,0,Normal
1563,2,299.3,309.1,63166.4,120,0,Normal
1564,0,299.3,309.1,59361.899999999994,125,0,Normal
1565,0,299.3,309.1,58024.9,127,0,Normal
1566,0,299.3,309.2,56209.200000000004,129,0,Normal
1567,1,299.3,309.1,69407.09999999999,131,0,Normal
1568,1,299.4,309.1,72000.0,134,0,Normal
1569,1,299.2,309.0,44955.899999999994,137,0,Normal
1570,0,299.3,309.0,72928.8,140,0,Normal
1571,1,299.4,309.1,82212.0,142,0,Normal
1572,0,299.4,309.2,50941.9,145,0,Normal
1573,0,299.3,309.1,60644.100000000006,147,0,Normal
1574,0,299.3,309.1,55651.200000000004,149,0,Normal
1575,0,299.3,309.1,56734.0,151,0,Normal
1576,0,299.4,309.1,65852.0,153,0,Normal
1577,1,299.3,309.0,59072.0,155,0,Normal
1578,0,299.4,309.1,43443.600000000006,158,0,Normal
1579,0,299.6,309.2,62495.0,160,0,Normal
1580,2,299.5,309.2,42307.200000000004,162,0,Normal
1581,0,299.6,309.2,45394.5,167,0,Normal
1582,1,299.5,309.2,61227.299999999996,169,0,Normal
1583,1,299.4,309.1,60434.4,172,0,Normal
1584,0,299.5,309.2,62208.5,175,0,Normal
1585,0,299.5,309.3,38059.6,177,0,Normal
1586,0,299.5,309.3,69962.40000000001,179,0,Normal
1587,0,299.5,309.3,63204.5,181,0,Normal
1588,0,299.5,309.4,64864.5,183,0,Normal
1589,0,299.4,309.3,64820.6,185,0,Normal
1590,0,299.3,309.1,44336.5,187,0,Normal
1591,0,299.3,309.1,69434.1,189,0,Normal
1592,0,299.2,309.1,81641.5,191,1,OSF
1593,0,299.2,309.0,54425.50000000001,193,0,Normal
1594,0,299.2,308.9,68173.59999999999,195,0,Normal
1595,0,299.1,308.8,70143.40000000001,197,0,Normal
1596,1,299.0,308.7,57348.0,199,0,Normal
1597,0,299.0,308.7,65783.59999999999,202,0,Normal
1598,0,299.0,308.7,37766.4,204,0,Normal
1599,0,299.0,308.7,48791.600000000006,206,0,Normal
1600,0,299.0,308.7,37350.0,208,0,Normal
1601,0,299.0,308.7,67845.6,0,0,Normal
1602,0,298.9,308.6,70620.8,2,0,Normal
1603,0,298.9,308.6,69870.59999999999,4,0,Normal
1604,2,298.9,308.5,76410.0,6,0,Normal
1605,0,298.8,308.5,53502.0,11,0,Normal
1606,1,298.8,308.6,61074.6,13,0,Normal
1607,0,299.0,308.7,55043.6,16,0,Normal
1608,0,299.0,308.7,56366.1,18,0,Normal
1609,0,299.1,308.8,89100.0,20,1,PWF
1610,1,299.2,308.9,57301.200000000004,22,0,Normal
1611,0,299.3,309.0,67260.59999999999,25,0,Normal
1612,0,299.3,309.1,72887.90000000001,27,0,Normal
1613,0,299.4,309.2,59220.5,29,0,Normal
1614,1,299.3,309.2,61764.2,31,0,Normal
1615,1,299.3,309.1,63156.0,34,0,Normal
1616,0,299.4,309.2,58044.799999999996,37,0,Normal
1617,2,299.4,309.3,57525.0,39,0,Normal
1618,0,299.4,309.3,70372.8,44,0,Normal
1619,0,299.5,309.3,62982.3,46,0,Normal
1620,0,299.4,309.2,55924.5,48,0,Normal
1621,2,299.4,309.1,63272.299999999996,50,0,Normal
1622,0,299.4,309.1,43249.700000000004,55,0,Normal
1623,0,299.4,309.1,34378.2,57,0,Normal
1624,1,299.3,309.1,60169.299999999996,59,0,Normal
1625,0,299.3,309.1,60131.2,62,0,Normal
1626,0,299.3,309.0,58669.200000000004,64,0,Normal
1627,0,299.4,309.1,80265.5,66,0,Normal
1628,0,299.4,309.1,59953.0,68,0,Normal
1629,1,299.4,309.1,71004.6,70,0,Normal
1630,0,299.4,309.2,64015.2,73,0,Normal
1631,0,299.4,309.2,55549.200000000004,75,0,Normal
1632,1,299.5,309.3,62499.0,77,0,Normal
1633,1,299.6,309.4,49752.6,80,0,Normal
1634,1,299.6,309.4,79674.3,83,0,Normal
1635,2,299.7,309.5,64349.99999999999,86,0,Normal
1636,0,299.7,309.4,55820.1,91,0,Normal
1637,0,299.7,309.4,49170.0,93,0,Normal
1638,1,299.8,309.6,71607.2,95,0,Normal
1639,2,299.9,309.6,72192.0,98,0,Normal
1640,0,300.0,309.7,59950.799999999996,103,0,Normal
1641,0,300.0,309.8,54331.200000000004,105,0,Normal
1642,2,300.0,309.7,64829.6,107,0,Normal
1643,1,300.0,309.7,47247.200000000004,112,0,Normal
1644,0,300.1,309.8,60973.6,115,0,Normal
1645,0,300.0,309.7,49728.0,117,0,Normal
1646,2,299.9,309.6,74562.0,119,0,Normal
1647,0,299.9,309.6,76870.2,124,0,Normal
1648,0,299.9,309.6,64311.8,126,0,Normal
1649,0,299.8,309.5,47822.5,128,0,Normal
1650,1,299.8,309.4,67493.59999999999,130,0,Normal
1651,1,299.9,309.5,77106.40000000001,133,0,Normal
1652,2,299.8,309.5,66314.0,136,0,Normal
1653,0,299.8,309.5,62142.6,141,0,Normal
1654,1,299.8,309.4,67388.1,143,0,Normal
1655,0,299.8,309.4,64175.0,146,0,Normal
1656,2,299.9,309.5,59559.5,148,0,Normal
1657,1,299.8,309.5,62769.600000000006,153,0,Normal
1658,0,299.8,309.4,64204.8,156,0,Normal
1659,0,299.8,309.4,74097.6,158,0,Normal
1660,1,299.9,309.5,60432.4,160,0,Normal
1661,0,299.9,309.6,75904.0,163,0,Normal
1662,0,299.9,309.5,40963.2,165,0,Normal
1663,0,299.9,309.5,41642.0,167,0,Normal
1664,0,299.9,309.5,46431.9,169,0,Normal
1665,0,299.9,309.5,55628.5,171,0,Normal
1666,1,299.8,309.4,47277.0,173,0,Normal
1667,0,299.9,309.5,69203.7,176,0,Normal
1668,1,300.0,309.5,58139.99999999999,178,0,Normal
1669,0,300.0,309.4,62077.5,181,0,Normal
1670,2,299.8,309.3,51199.5,183,0,Normal
1671,0,299.8,309.3,72812.4,188,0,Normal
1672,1,299.9,309.4,64585.2,190,0,Normal
1673,1,299.9,309.4,56502.3,193,0,Normal
1674,0,299.9,309.3,50382.0,196,0,Normal
1675,1,299.9,309.4,62751.4,198,0,Normal
1676,0,299.8,309.4,35870.4,201,0,Normal
1677,2,299.7,309.2,46840.7,203,0,Normal
1678,1,299.8,309.3,58537.600000000006,208,0,Normal
1679,1,299.8,309.3,51004.0,211,0,Normal
1680,2,299.7,309.3,56473.2,214,0,Normal
1681,0,299.8,309.4,67775.40000000001,219,0,Normal
1682,1,299.7,309.3,58618.1,221,1,TWF
1683,0,299.7,309.3,61557.0,0,0,Normal
1684,0,299.8,309.4,60532.0,2,0,Normal
1685,0,299.7,309.3,57511.200000000004,4,0,Normal
1686,0,299.7,309.3,56349.2,6,0,Normal
1687,0,299.7,309.3,54446.4,8,0,Normal
1688,0,299.8,309.5,59202.0,10,0,Normal
1689,0,299.8,309.6,62365.700000000004,12,0,Normal
1690,0,299.8,309.5,65534.4,14,0,Normal
1691,0,299.8,309.5,44471.100000000006,16,0,Normal
1692,0,299.8,309.5,49749.00000000001,18,0,Normal
1693,1,299.9,309.6,60561.6,20,0,Normal
1694,0,299.8,309.5,45315.0,23,0,Normal
1695,0,299.8,309.4,54604.0,25,0,Normal
1696,0,299.8,309.4,52292.5,27,0,Normal
1697,0,299.8,309.4,44907.5,29,0,Normal
1698,0,299.9,309.4,71174.4,31,0,Normal
1699,0,299.9,309.4,71255.8,33,0,Normal
1700,0,300.0,309.5,49394.100000000006,35,0,Normal
1701,0,300.0,309.5,44928.0,37,0,Normal
1702,0,300.0,309.6,68258.7,39,0,Normal
1703,0,300.1,309.7,49886.399999999994,41,0,Normal
1704,1,300.1,309.6,58554.200000000004,43,0,Normal
1705,1,300.1,309.6,61750.0,46,0,Normal
1706,0,300.0,309.5,42426.299999999996,49,0,Normal
1707,0,300.0,309.6,66792.0,51,0,Normal
1708,0,300.0,309.6,46436.6,53,0,Normal
1709,0,300.0,309.4,40200.0,55,0,Normal
1710,0,299.9,309.4,83006.7,57,0,Normal
1711,0,299.9,309.3,59509.2,59,0,Normal
1712,0,299.9,309.2,67716.4,61,0,Normal
1713,0,299.8,309.2,45584.0,63,0,Normal
1714,1,299.8,309.2,79850.40000000001,65,0,Normal
1715,1,299.7,309.2,55315.2,68,0,Normal
1716,0,299.7,309.2,85924.8,71,0,Normal
1717,1,299.6,309.1,57876.0,73,0,Normal
1718,1,299.6,309.0,55557.9,76,0,Normal
1719,0,299.6,309.1,34669.8,79,0,Normal
1720,0,299.6,309.1,58747.799999999996,81,0,Normal
1721,0,299.6,309.1,61700.8,83,0,Normal
1722,0,299.6,309.1,71194.2,85,0,Normal
1723,2,299.7,309.2,72261.0,87,0,Normal
1724,1,299.6,309.2,50850.8,92,0,Normal
1725,1,299.6,309.1,75403.2,95,0,Normal
1726,1,299.5,309.0,48648.600000000006,98,0,Normal
1727,0,299.5,309.0,66810.8,101,0,Normal
1728,1,299.5,309.1,64416.6,103,0,Normal
1729,0,299.5,309.1,64186.1,106,0,Normal
1730,0,299.5,309.2,49348.0,108,0,Normal
1731,0,299.6,309.2,60956.9,110,0,Normal
1732,1,299.6,309.3,50317.2,112,0,Normal
1733,0,299.6,309.3,54218.399999999994,115,0,Normal
1734,0,299.7,309.4,70687.8,117,0,Normal
1735,1,299.8,309.3,62769.00000000001,119,0,Normal
1736,0,299.8,309.4,54113.99999999999,122,0,Normal
1737,1,299.8,309.4,61046.7,124,0,Normal
1738,0,299.7,309.3,55209.0,127,0,Normal
1739,0,299.7,309.3,45364.5,129,0,Normal
1740,0,299.7,309.3,77368.2,131,0,Normal
1741,0,299.6,309.2,65407.5,133,0,Normal
1742,1,299.7,309.2,52541.299999999996,135,0,Normal
1743,0,299.7,309.2,77260.4,138,0,Normal
1744,0,299.7,309.2,57448.799999999996,140,0,Normal
1745,2,299.7,309.2,51561.6,142,0,Normal
1746,0,299.7,309.2,64104.799999999996,147,0,Normal
1747,1,299.7,309.1,57366.399999999994,149,0,Normal
1748,1,299.7,309.1,62129.600000000006,152,0,Normal
1749,1,299.8,309.1,66422.4,155,0,Normal
1750,0,299.8,309.2,55648.799999999996,158,0,Normal
1751,0,299.6,309.0,65269.99999999999,160,0,Normal
1752,0,299.6,309.0,71518.2,162,0,Normal
1753,0,299.6,309.1,70366.59999999999,164,0,Normal
1754,0,299.6,309.1,66862.8,166,0,Normal
1755,0,299.7,309.2,48600.0,168,0,Normal
1756,1,299.7,309.1,61715.5,170,0,Normal
1757,0,299.7,309.2,65047.1,173,0,Normal
1758,0,299.7,309.2,51065.600000000006,175,0,Normal
1759,0,299.7,309.2,57248.100000000006,177,0,Normal
1760,1,299.7,309.2,48696.5,179,1,RNF
1761,2,299.7,309.2,59113.6,182,0,Normal
1762,0,299.7,309.1,70991.7,187,0,Normal
1763,1,299.7,309.1,45719.7,189,0,Normal
1764,0,299.7,309.1,47677.0,192,0,Normal
1765,2,299.6,309.1,52648.99999999999,194,0,Normal
1766,0,299.7,309.2,57346.399999999994,199,0,Normal
1767,0,299.7,309.2,52717.600000000006,201,0,Normal
1768,0,299.8,309.2,51947.9,203,0,Normal
1769,1,299.7,309.2,63963.6,205,0,Normal
1770,0,299.7,309.1,60951.3,208,0,Normal
1771,0,299.8,309.2,59640.0,210,0,Normal
1772,0,299.8,309.3,84564.9,212,1,OSF
1773,0,299.8,309.2,65667.59999999999,214,0,Normal
1774,0,299.8,309.2,70822.5,216,0,Normal
1775,1,299.9,309.3,73339.2,0,0,Normal
1776,1,299.9,309.4,76665.2,3,0,Normal
1777,1,299.9,309.4,49114.0,6,0,Normal
1778,0,300.0,309.5,42157.5,9,0,Normal
1779,0,300.0,309.5,50585.0,11,0,Normal
1780,1,300.0,309.6,56273.700000000004,13,0,Normal
1781,0,300.0,309.6,62607.6,16,0,Normal
1782,0,299.9,309.5,57169.4,18,0,Normal
1783,0,299.9,309.4,60440.4,20,0,Normal
1784,0,299.9,309.4,41805.0,22,0,Normal
1785,0,300.1,309.4,61892.3,24,0,Normal
1786,0,300.1,309.4,74412.0,26,0,Normal
1787,0,300.1,309.4,69162.8,28,0,Normal
1788,0,300.1,309.4,61048.8,30,0,Normal
1789,0,300.0,309.4,65661.6,32,0,Normal
1790,0,300.1,309.5,68867.7,34,0,Normal
1791,1,300.2,309.6,55704.799999999996,36,0,Normal
1792,0,300.2,309.5,38857.4,39,0,Normal
1793,1,300.2,309.6,62323.799999999996,41,0,Normal
1794,1,300.2,309.6,53632.8,44,0,Normal
1795,0,300.2,309.6,75361.0,47,0,Normal
1796,0,300.2,309.5,48737.0,49,0,Normal
1797,1,300.2,309.5,46129.0,51,0,Normal
1798,1,300.3,309.6,58521.6,54,0,Normal
1799,0,300.3,309.6,69482.4,57,0,Normal
1800,2,300.3,309.5,63272.0,59,0,Normal
1801,0,300.4,309.6,62240.4,64,0,Normal
1802,2,300.4,309.6,61312.799999999996,66,0,Normal
1803,0,300.4,309.7,51638.4,71,0,Normal
1804,0,300.3,309.6,50784.6,73,0,Normal
1805,0,300.4,309.6,68176.7,75,0,Normal
1806,1,300.3,309.5,69407.0,77,0,Normal
1807,0,300.2,309.5,54326.7,80,0,Normal
1808,1,300.3,309.6,75072.6,82,0,Normal
1809,0,300.3,309.6,62092.8,85,0,Normal
1810,0,300.3,309.6,62618.4,87,0,Normal
1811,1,300.2,309.5,68550.0,89,0,Normal
1812,1,300.2,309.5,47289.6,92,0,Normal
1813,1,300.3,309.6,70319.40000000001,95,0,Normal
1814,0,300.2,309.5,67418.6,98,0,Normal
1815,0,300.1,309.5,58145.0,100,0,Normal
1816,0,300.0,309.4,63510.0,102,0,Normal
1817,0,300.0,309.3,56196.8,104,0,Normal
1818,1,299.9,309.3,60838.799999999996,106,0,Normal
1819,0,299.9,309.3,61487.799999999996,109,0,Normal
1820,0,299.9,309.2,55290.8,111,0,Normal
1821,0,299.8,309.1,43945.6,113,0,Normal
1822,0,299.9,309.2,45081.600000000006,115,0,Normal
1823,1,300.0,309.3,57509.100000000006,117,0,Normal
1824,0,300.0,309.3,42646.200000000004,120,0,Normal
1825,0,300.0,309.3,78817.5,122,0,Normal
1826,1,300.1,309.4,49580.4,124,0,Normal
1827,0,300.1,309.4,67828.2,127,0,Normal
1828,0,300.2,309.5,58238.700000000004,129,0,Normal
1829,0,300.2,309.5,49103.6,131,0,Normal
1830,0,300.2,309.5,69291.6,133,0,Normal
1831,0,300.2,309.5,70076.8,135,0,Normal
1832,1,300.3,309.6,60307.5,137,0,Normal
1833,0,300.3,309.6,60693.3,140,0,Normal
1834,1,300.3,309.5,82104.0,142,0,Normal
1835,1,300.3,309.5,61395.2,145,0,Normal
1836,0,300.3,309.4,49245.0,148,0,Normal
1837,1,300.3,309.4,53357.200000000004,150,0,Normal
1838,0,300.4,309.4,72859.2,153,0,Normal
1839,1,300.4,309.4,44812.5,155,0,Normal
1840,0,300.3,309.3,58032.0,158,0,Normal
1841,1,300.4,309.3,58697.6,160,0,Normal
1842,1,300.3,309.2,71371.0,163,0,Normal
1843,1,300.4,309.3,59120.1,166,0,Normal
1844,0,300.3,309.2,47704.799999999996,169,0,Normal
1845,0,300.3,309.1,62928.0,171,0,Normal
1846,0,300.3,309.2,50304.0,173,0,Normal
1847,1,300.3,309.1,64589.399999999994,175,0,Normal
1848,0,300.3,309.1,51479.700000000004,178,0,Normal
1849,0,300.3,309.3,58381.0,180,0,Normal
1850,1,300.4,309.4,57340.200000000004,182,0,Normal
1851,2,300.4,309.4,57844.299999999996,185,0,Normal
1852,0,300.3,309.4,50127.0,190,0,Normal
1853,0,300.3,309.3,71957.5,192,0,Normal
1854,0,300.3,309.2,61586.4,194,0,Normal
1855,0,300.3,309.2,58080.00000000001,196,0,Normal
1856,0,300.3,309.2,76051.2,198,0,Normal
1857,0,300.3,309.2,63257.6,200,0,Normal
1858,0,300.4,309.3,60390.0,202,0,Normal
1859,1,300.3,309.3,80538.9,204,0,Normal
1860,0,300.4,309.3,49801.2,207,0,Normal
1861,0,300.4,309.3,58485.0,209,0,Normal
1862,0,300.5,309.3,67002.4,211,0,Normal
1863,1,300.5,309.4,67484.7,213,0,Normal
1864,1,300.5,309.3,60174.9,216,0,Normal
1865,0,300.5,309.3,59975.99999999999,219,0,Normal
1866,0,300.5,309.3,56536.0,221,0,Normal
1867,2,300.5,309.3,66489.2,223,0,Normal
1868,1,300.4,309.2,56841.600000000006,228,0,Normal
1869,0,300.5,309.3,72975.5,231,1,OSF
1870,0,300.6,309.4,67226.59999999999,233,0,Normal
1871,2,300.6,309.4,71979.6,235,0,Normal
1872,0,300.7,309.5,64484.4,240,0,Normal
1873,0,300.6,309.5,42941.0,242,0,Normal
1874,0,300.6,309.4,64871.1,244,0,Normal
1875,2,300.6,309.4,65688.0,246,1,TWF
1876,2,300.7,309.7,53072.100000000006,0,0,Normal
1877,0,300.8,309.7,41337.9,5,0,Normal
1878,2,300.7,309.6,67415.0,7,0,Normal
1879,0,300.8,309.7,66078.8,12,0,Normal
1880,0,300.8,309.7,54380.2,14,0,Normal
1881,1,300.8,309.7,60304.3,16,0,Normal
1882,1,300.7,309.6,57139.200000000004,19,0,Normal
1883,0,300.8,309.6,48216.0,22,0,Normal
1884,2,300.6,309.4,58934.5,24,0,Normal
1885,0,300.6,309.5,72961.6,29,0,Normal
1886,1,300.5,309.4,44672.6,31,0,Normal
1887,1,300.5,309.3,48129.0,34,0,Normal
1888,1,300.5,309.4,53125.5,37,0,Normal
1889,2,300.5,309.4,51518.6,40,0,Normal
1890,1,300.6,309.4,86394.40000000001,45,1,PWF
1891,0,300.7,309.5,57325.200000000004,48,0,Normal
1892,1,300.6,309.6,58756.0,50,0,Normal
1893,0,300.6,309.6,55235.2,53,0,Normal
1894,0,300.6,309.5,57480.0,55,0,Normal
1895,0,300.6,309.6,59741.6,57,0,Normal
1896,1,300.5,309.5,65868.0,59,0,Normal
1897,2,300.5,309.5,55917.00000000001,62,0,Normal
1898,1,300.5,309.5,46671.600000000006,67,0,Normal
1899,1,300.6,309.6,68250.0,70,0,Normal
1900,1,300.7,309.7,58178.600000000006,73,0,Normal
1901,0,300.6,309.7,51613.2,76,0,Normal
1902,0,300.6,309.6,51637.4,78,0,Normal
1903,0,300.7,309.6,72164.7,80,0,Normal
1904,1,300.7,309.6,55193.600000000006,82,0,Normal
1905,0,300.7,309.6,42978.4,85,0,Normal
1906,1,300.7,309.6,70851.3,87,0,Normal
1907,1,300.7,309.5,51112.9,90,0,Normal
1908,1,300.6,309.5,61506.00000000001,93,0,Normal
1909,1,300.6,309.5,62310.00000000001,96,0,Normal
1910,0,300.6,309.4,57246.0,99,0,Normal
1911,0,300.5,309.3,52729.0,101,0,Normal
1912,0,300.6,309.4,57427.49999999999,103,0,Normal
1913,1,300.6,309.4,54243.200000000004,105,0,Normal
1914,1,300.7,309.5,46271.1,108,0,Normal
1915,0,300.6,309.4,33696.0,111,0,Normal
1916,0,300.6,309.4,56492.799999999996,113,0,Normal
1917,0,300.6,309.3,54528.3,115,0,Normal
1918,1,300.6,309.4,56441.700000000004,117,0,Normal
1919,0,300.7,309.5,74934.9,120,0,Normal
1920,0,300.7,309.6,66150.0,122,0,Normal
1921,0,300.6,309.5,61148.799999999996,124,0,Normal
1922,1,300.7,309.5,59488.0,126,0,Normal
1923,0,300.7,309.6,50328.3,129,0,Normal
1924,0,300.7,309.6,53318.600000000006,131,0,Normal
1925,2,300.6,309.6,38704.0,133,0,Normal
1926,0,300.5,309.5,77935.5,138,0,Normal
1927,0,300.6,309.6,58697.6,140,0,Normal
1928,0,300.6,309.5,59124.0,142,0,Normal
1929,1,300.6,309.5,50728.0,144,0,Normal
1930,0,300.6,309.6,51780.0,147,0,Normal
1931,0,300.7,309.7,53852.600000000006,149,0,Normal
1932,0,300.8,309.8,51532.700000000004,151,0,Normal
1933,0,300.8,309.7,56426.1,153,0,Normal
1934,1,300.7,309.7,71666.09999999999,155,0,Normal
1935,0,300.8,309.7,64722.299999999996,158,0,Normal
1936,1,300.7,309.6,70926.8,160,0,Normal
1937,0,300.7,309.7,78966.8,163,0,Normal
1938,1,300.7,309.6,70765.8,165,0,Normal
1939,1,300.8,309.7,69064.2,168,0,Normal
1940,1,300.8,309.7,57798.0,171,0,Normal
1941,2,300.7,309.6,71973.9,174,0,Normal
1942,0,300.8,309.7,62334.2,179,0,Normal
1943,0,300.9,309.7,61466.0,181,0,Normal
1944,1,300.8,309.7,48852.899999999994,183,0,Normal
1945,1,300.8,309.6,65395.799999999996,186,0,Normal
1946,1,300.8,309.7,47376.0,189,0,Normal
1947,1,300.9,309.7,68027.2,192,0,Normal
1948,0,300.7,309.6,47060.0,195,0,Normal
1949,0,300.7,309.5,51025.5,197,0,Normal
1950,0,300.9,309.7,59243.4,199,0,Normal
1951,0,300.9,309.7,33912.0,201,0,Normal
1952,1,300.7,309.6,39520.8,203,1,TWF
1953,0,300.7,309.5,72903.9,0,0,Normal
1954,2,300.7,309.5,39537.9,2,0,Normal
1955,0,300.7,309.6,52524.5,7,0,Normal
1956,2,300.7,309.6,39462.5,9,0,Normal
1957,1,300.7,309.5,49471.0,14,0,Normal
1958,0,300.7,309.5,46168.0,17,0,Normal
1959,0,300.7,309.5,45325.0,19,0,Normal
1960,1,300.7,309.5,71589.0,21,0,Normal
1961,1,300.7,309.5,67048.0,24,0,Normal
1962,0,300.7,309.5,52403.5,27,0,Normal
1963,2,300.7,309.5,50843.5,29,0,Normal
1964,0,300.7,309.5,55861.2,34,0,Normal
1965,2,300.6,309.4,47348.0,36,0,Normal
1966,1,300.7,309.5,63028.2,41,0,Normal
1967,1,300.8,309.6,54334.8,44,0,Normal
1968,0,300.8,309.6,68608.4,47,0,Normal
1969,1,300.8,309.5,65904.5,49,0,Normal
1970,1,300.7,309.4,55615.0,52,0,Normal
1971,0,300.7,309.5,64988.1,55,0,Normal
1972,0,300.6,309.4,54251.2,57,0,Normal
1973,0,300.7,309.5,60169.2,59,0,Normal
1974,1,300.7,309.6,61877.0,61,0,Normal
1975,0,300.7,309.5,51267.6,64,0,Normal
1976,1,300.7,309.5,45766.2,66,0,Normal
1977,0,300.6,309.3,64360.200000000004,69,0,Normal
1978,0,300.6,309.4,70640.40000000001,71,0,Normal
1979,1,300.6,309.4,59302.4,73,0,Normal
1980,0,300.6,309.4,64738.8,76,0,Normal
1981,1,300.6,309.4,57208.799999999996,78,0,Normal
1982,1,300.7,309.5,61152.7,81,0,Normal
